services,kinesisanalytics,com.amazonaws.services.kinesisanalytics.flink.connectors.producer.FlinkKinesisFirehoseProducer,Big Data,Real-Time Processing
services,kinesisanalytics,com.amazonaws.services.kinesisanalytics.runtime.KinesisAnalyticsRuntime,Big Data,Real-Time Processing
flink,api,org.apache.flink.api.common.serialization.SimpleStringSchema,Big Data,Real-Time Processing
flink,streaming,org.apache.flink.streaming.api.datastream.DataStream,Big Data,Real-Time Processing
flink,streaming,org.apache.flink.streaming.api.environment.StreamExecutionEnvironment,Big Data,Real-Time Processing
flink,streaming,org.apache.flink.streaming.connectors.kinesis.FlinkKinesisConsumer,Big Data,Real-Time Processing
flink,streaming,org.apache.flink.streaming.connectors.kinesis.FlinkKinesisProducer,Big Data,Real-Time Processing
flink,streaming,org.apache.flink.streaming.connectors.kinesis.config.ConsumerConfigConstants,Big Data,Real-Time Processing
io,io,java.io.IOException,Input-Output,Data Reading
util,util,java.util.Properties,Utility,System Tools
software,amazon,software.amazon.awssdk.services.sns.model.SetTopicAttributesRequest,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.ses.model.Body,Cloud,Service Configuration
javax,mail,javax.mail.MessagingException,Error Handling,Exception Handling
software,amazon,software.amazon.awssdk.services.sns.model.SetTopicAttributesResponse,Cloud,Service Configuration
math,math,java.math.BigInteger,Utility,Data Conversion
software,amazon,software.amazon.awssdk.services.quicksight.model.ListTemplatesRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.quicksight.model.ListTemplatesResponse,Cloud,Resource Management
regions,regions,com.amazonaws.regions.Regions,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.AmazonPinpoint,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.AmazonPinpointClientBuilder,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.EndpointRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.EndpointUser,Application,User Customization
services,pinpoint,com.amazonaws.services.pinpoint.model.UpdateEndpointRequest,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.UpdateEndpointResult,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.DeleteApplicationRequest,Cloud,Resource Management
util,util,java.util.Collections,Utility,Performance Tools
services,pinpoint,com.amazonaws.services.pinpoint.AmazonPinpointClient,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.Action,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.CampaignResponse,Application,App Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.CreateCampaignRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.CreateCampaignResult,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.Message,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.MessageConfiguration,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.Schedule,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.WriteCampaignRequest,Application,App Configuration
software,amazon,software.amazon.awssdk.services.quicksight.model.TemplateSummary,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3control.model.PutJobTaggingRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.DescribeApplicationsResponse,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.ApplicationDescription,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.DescribeEnvironmentsRequest,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.DescribeEnvironmentsResponse,Cloud,Service Configuration
job,job,job.complete,Utility,Automation Scripts
undefined,undefined,com.amazonaws.AmazonServiceException,Error Handling,Exception Handling
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.EnvironmentDescription,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.enhanced.dynamodb.DynamoDbEnhancedClient,Databases,Query Execution
services,pinpoint,com.amazonaws.services.pinpoint.model.CreateImportJobRequest,Cloud,Data Migration
services,pinpoint,com.amazonaws.services.pinpoint.model.CreateImportJobResult,Cloud,Data Migration
services,pinpoint,com.amazonaws.services.pinpoint.model.Format,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.GetImportJobRequest,Cloud,Data Migration
services,pinpoint,com.amazonaws.services.pinpoint.model.GetImportJobResult,Cloud,Data Migration
services,pinpoint,com.amazonaws.services.pinpoint.model.ImportJobRequest,Cloud,Data Migration
services,s3,com.amazonaws.services.s3.AmazonS3,Cloud,Resource Management
services,s3,com.amazonaws.services.s3.AmazonS3ClientBuilder,Cloud,Resource Management
services,s3,com.amazonaws.services.s3.model.AmazonS3Exception,Error Handling,Exception Handling
io,io,java.io.File,Input-Output,File Management
nio,file,java.nio.file.Path,Input-Output,File Management
nio,file,java.nio.file.Paths,Input-Output,File Management
software,amazon,software.amazon.awssdk.enhanced.dynamodb.DynamoDbTable,Databases,Query Execution
util,concurrent,java.util.concurrent.TimeUnit,Multi-Thread,Concurrency Control
software,amazon,software.amazon.awssdk.enhanced.dynamodb.TableSchema,Databases,Schema Design
software,amazon,software.amazon.awssdk.enhanced.dynamodb.mapper.annotations.DynamoDbSortKey,Databases,Schema Design
services,pinpoint,com.amazonaws.services.pinpoint.model.AttributeDimension,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.AttributeType,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.CreateSegmentRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.CreateSegmentResult,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.RecencyDimension,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.SegmentBehaviors,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.SegmentDemographics,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.SegmentDimensions,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.SegmentLocation,Geographic Information System,Location Services
services,pinpoint,com.amazonaws.services.pinpoint.model.SegmentResponse,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.WriteSegmentRequest,Cloud,Resource Management
example,bedrockruntime,com.example.bedrockruntime.libs.ImageTools.displayImage,Multimedia,Media Editing
software,amazon,software.amazon.awssdk.services.dynamodb.model.DynamoDbException,Databases,Query Execution
software,amazon,software.amazon.awssdk.enhanced.dynamodb.mapper.annotations.DynamoDbBean,Databases,Schema Design
software,amazon,software.amazon.awssdk.enhanced.dynamodb.mapper.annotations.DynamoDbPartitionKey,Databases,Schema Design
software,amazon,software.amazon.awssdk.services.quicksight.model.ListThemesRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.DeleteEndpointRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.DeleteEndpointResult,Cloud,Resource Management
time,time,java.time.LocalDate,Utility,Data Conversion
time,time,java.time.ZoneOffset,Utility,System Tools
services,s3,com.amazonaws.services.s3.model.S3Object,Cloud,Resource Management
services,s3,com.amazonaws.services.s3.model.S3ObjectInputStream,Cloud,Resource Management
services,s3,com.amazonaws.services.s3.model.S3ObjectSummary,Cloud,Resource Management
javax,mail,javax.mail.internet.AddressException,Network,Data Transmission
io,io,java.io.FileOutputStream,Input-Output,Data Writing
javax,mail,javax.mail.internet.MimeMultipart,Network,Data Transmission
util,util,java.util.Date,Utility,System Tools
javax,mail,javax.mail.internet.MimeBodyPart,Network,Data Transmission
io,io,java.io.ByteArrayOutputStream,Input-Output,Data Writing
util,stream,java.util.stream.Collectors,Utility,Data Conversion
segment,segment,segment.complete,Utility,Data Conversion
software,amazon,software.amazon.awssdk.services.quicksight.model.ListThemesResponse,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.OptionSpecification,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.DescribeConfigurationOptionsRequest,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.DescribeConfigurationOptionsResponse,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.ses.model.SendRawEmailRequest,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.ses.model.RawMessage,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.ses.model.SesException,Error Handling,Exception Handling
json,simple,org.json.simple.JSONObject,Utility,Data Conversion
json,simple,org.json.simple.parser.JSONParser,Parser,Syntax Parsing
json,simple,org.json.simple.parser.ParseException,Parser,Error Recovery
springframework,boot,org.springframework.boot.SpringApplication,Microservices/Services,Service Deployment
springframework,boot,org.springframework.boot.autoconfigure.SpringBootApplication,Microservices/Services,Service Deployment
springframework,boot,org.springframework.boot.autoconfigure.security.servlet.SecurityAutoConfiguration,Security,Authentication
springframework,beans,org.springframework.beans.factory.annotation.Autowired,Application,App Configuration
services,s3,com.amazonaws.services.s3.model.DeleteObjectsRequest,Cloud,Resource Management
springframework,http,org.springframework.http.ResponseEntity,Microservices/Services,Service Communication
gson,gson,com.google.gson.FieldNamingPolicy,Utility,Data Conversion
gson,gson,com.google.gson.Gson,Utility,Data Conversion
gson,gson,com.google.gson.GsonBuilder,Utility,Data Conversion
gson,gson,com.google.gson.JsonObject,Utility,Data Conversion
io,io,java.io.BufferedReader,Input-Output,Data Reading
springframework,stereotype,org.springframework.stereotype.Controller,Microservices/Services,Service Communication
io,io,java.io.InputStreamReader,Input-Output,Data Reading
springframework,web,org.springframework.web.bind.annotation.RequestMapping,Microservices/Services,API Gateway
springframework,web,org.springframework.web.bind.annotation.GetMapping,Application,App Configuration
springframework,web,org.springframework.web.bind.annotation.ResponseBody,Microservices/Services,Service Communication
util,zip,java.util.zip.GZIPInputStream,Input-Output,Data Reading
springframework,web,org.springframework.web.bind.annotation.RequestMethod,Application,App Configuration
springframework,web,org.springframework.web.bind.annotation.RequestParam,Application,App Configuration
springframework,web,org.springframework.web.bind.annotation.PathVariable,Microservices/Services,API Gateway
services,pinpoint,com.amazonaws.services.pinpoint.model.EndpointResponse,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.GetEndpointRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.GetEndpointResult,Cloud,Resource Management
springframework,web,org.springframework.web.multipart.MultipartFile,Application,Integration
springframework,web,org.springframework.web.servlet.ModelAndView,Application,App Configuration
springframework,web,org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBody,Application,Integration
springframework,web,org.springframework.web.servlet.view.RedirectView,Application,Integration
reactor,core,reactor.core.publisher.Mono,Microservices/Services,Service Communication
javax,servlet,javax.servlet.http.HttpServletRequest,Application,App Configuration
javax,servlet,javax.servlet.http.HttpServletResponse,Application,Integration
software,amazon,software.amazon.awssdk.services.elasticbeanstalk.model.ConfigurationOptionDescription,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.AddressConfiguration,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.ChannelType,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.DirectMessageConfiguration,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.EmailMessage,Application,App Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.MessageRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.SendMessagesRequest,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.SimpleEmail,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.SimpleEmailPart,Application,App Configuration
springframework,http,org.springframework.http.HttpStatus,Microservices/Services,Service Communication
javax,mail,javax.mail.Message,Network,Data Transmission
javax,mail,javax.mail.Session,Network,Data Transmission
javax,mail,javax.mail.Transport,Network,Data Transmission
javax,mail,javax.mail.internet.InternetAddress,Network,Data Transmission
javax,mail,javax.mail.internet.MimeMessage,Network,Data Transmission
springframework,http,org.springframework.http.MediaType,Microservices/Services,Service Communication
software,amazon,software.amazon.awssdk.services.quicksight.model.ThemeSummary,Cloud,Resource Management
springframework,stereotype,org.springframework.stereotype.Service,Microservices/Services,Service Communication
software,amazon,software.amazon.awssdk.services.sns.model.SetSubscriptionAttributesRequest,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.core.ResponseInputStream,Input-Output,Stream Management
services,pinpoint,com.amazonaws.services.pinpoint.model.SMSMessage,Cloud,Service Configuration
software,amazon,software.amazon.awssdk.services.s3.model.PutObjectRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.ListObjectsRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.EndpointBatchItem,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.EndpointBatchRequest,Cloud,Resource Management
services,pinpoint,com.amazonaws.services.pinpoint.model.UpdateEndpointsBatchRequest,Cloud,Service Configuration
services,pinpoint,com.amazonaws.services.pinpoint.model.UpdateEndpointsBatchResult,Cloud,Service Configuration
util,util,java.util.Collection,Data Structure,Data Manipulation
services,pinpointemail,com.amazonaws.services.pinpointemail.AmazonPinpointEmail,Cloud,Service Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.AmazonPinpointEmailClientBuilder,Cloud,Service Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.model.Body,Application,App Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.model.Content,Cloud,Service Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.model.Destination,Cloud,Resource Management
services,pinpointemail,com.amazonaws.services.pinpointemail.model.EmailContent,Cloud,Service Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.model.Message,Application,App Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.model.MessageTag,Cloud,Service Configuration
services,pinpointemail,com.amazonaws.services.pinpointemail.model.SendEmailRequest,Cloud,Service Configuration
services,pinpointsmsvoice,com.amazonaws.services.pinpointsmsvoice.AmazonPinpointSMSVoice,Cloud,Service Configuration
services,pinpointsmsvoice,com.amazonaws.services.pinpointsmsvoice.AmazonPinpointSMSVoiceClientBuilder,Cloud,Service Configuration
services,pinpointsmsvoice,com.amazonaws.services.pinpointsmsvoice.model.SSMLMessageType,Application,App Configuration
services,pinpointsmsvoice,com.amazonaws.services.pinpointsmsvoice.model.SendVoiceMessageRequest,Cloud,Service Configuration
services,pinpointsmsvoice,com.amazonaws.services.pinpointsmsvoice.model.VoiceMessageContent,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.ListObjectsResponse,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.S3Object,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.GetObjectTaggingRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.GetObjectTaggingResponse,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.GetObjectRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.s3.model.GetObjectResponse,Cloud,Resource Management
services,polly,com.amazonaws.services.polly.model.GetLexiconRequest,Natural Language Processing,Speech Recognition
services,polly,com.amazonaws.services.polly.model.GetLexiconResult,Natural Language Processing,Speech Recognition
software,amazon,software.amazon.awssdk.services.s3.model.Tag,Cloud,Resource Management
w3c,dom,org.w3c.dom.Document,Parser,Syntax Parsing
services,polly,com.amazonaws.services.polly.model.LexiconAttributes,Natural Language Processing,Speech Recognition
services,polly,com.amazonaws.services.polly.model.LexiconDescription,Natural Language Processing,Speech Recognition
services,polly,com.amazonaws.services.polly.model.ListLexiconsRequest,Natural Language Processing,Speech Recognition
services,polly,com.amazonaws.services.polly.model.ListLexiconsResult,Natural Language Processing,Speech Recognition
javax,xml,javax.xml.XMLConstants,Utility,Data Conversion
javax,xml,javax.xml.parsers.DocumentBuilder,Parser,Data Conversion
javax,xml,javax.xml.parsers.DocumentBuilderFactory,Parser,Data Conversion
w3c,dom,org.w3c.dom.Element,Application,App Configuration
javax,xml,javax.xml.parsers.ParserConfigurationException,Parser,Error Recovery
javax,xml,javax.xml.transform.Transformer,Utility,Data Conversion
javax,xml,javax.xml.transform.TransformerConfigurationException,Error Handling,Exception Handling
javax,xml,javax.xml.transform.TransformerException,Error Handling,Exception Handling
javax,xml,javax.xml.transform.TransformerFactory,Utility,Data Conversion
javax,xml,javax.xml.transform.dom.DOMSource,Input-Output,Data Reading
javax,xml,javax.xml.transform.stream.StreamResult,Input-Output,Data Writing
io,io,java.io.BufferedOutputStream,Input-Output,Data Writing
parrot,service,com.amazonaws.parrot.service.tests.AbstractParrotServiceTest,Test,Unit Testing
io,io,java.io.StringWriter,Input-Output,Data Writing
awaitility,awaitility,org.awaitility.Duration,Test,Unit Testing
time,time,java.time.Duration,Utility,System Tools
awaitility,Awaitility,org.awaitility.Awaitility.await,Test,Unit Testing
software,amazon,software.amazon.awssdk.services.quicksight.model.DataSetReference,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.quicksight.model.DashboardSourceTemplate,Application,Integration
util,stream,java.util.stream.IntStream,Utility,Performance Tools
springframework,http,org.springframework.http.HttpHeaders,Microservices/Services,Service Communication
software,amazon,software.amazon.awssdk.services.quicksight.model.DashboardSourceEntity,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.quicksight.model.UpdateDashboardRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.quicksight.model.UpdateDashboardResponse,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.quicksight.model.TemplateSourceAnalysis,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.emr.model.AddJobFlowStepsRequest,Big Data,Batch Processing
software,amazon,software.amazon.awssdk.services.emr.model.EmrException,Big Data,Data Processing
software,amazon,software.amazon.awssdk.services.emr.model.HadoopJarStepConfig,Big Data,Batch Processing
software,amazon,software.amazon.awssdk.services.emr.model.StepConfig,Big Data,Batch Processing
software,amazon,software.amazon.awssdk.services.quicksight.model.TemplateSourceEntity,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.neptunedata.NeptunedataClient,Databases,Query Execution
software,amazon,software.amazon.awssdk.services.neptunedata.model.ExecuteGremlinQueryRequest,Databases,Query Execution
io,io,java.io.DataInput,Input-Output,Data Reading
io,io,java.io.DataInputStream,Input-Output,Data Reading
software,amazon,software.amazon.awssdk.services.neptunedata.model.ExecuteGremlinQueryResponse,Databases,Query Execution
software,amazon,software.amazon.awssdk.services.quicksight.model.CreateTemplateRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.quicksight.model.CreateTemplateResponse,Cloud,Resource Management
services,rekognition,com.amazonaws.services.rekognition.AmazonRekognition,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.AmazonRekognitionClientBuilder,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.FaceRecord,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.Image,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.IndexFacesRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.IndexFacesResult,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.QualityFilter,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.S3Object,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.UnindexedFace,Machine Learning,Prediction
software,amazon,software.amazon.awssdk.services.emr.model.Application,Big Data,Data Processing
commons,logging,org.apache.commons.logging.Log,Logging,Event Logging
software,amazon,software.amazon.awssdk.services.emr.model.JobFlowInstancesConfig,Big Data,Batch Processing
services,rekognition,com.amazonaws.services.rekognition.model.CreateCollectionRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.CreateCollectionResult,Machine Learning,Prediction
software,amazon,software.amazon.awssdk.services.emr.model.RunJobFlowRequest,Big Data,Batch Processing
software,amazon,software.amazon.awssdk.services.emr.model.RunJobFlowResponse,Big Data,Batch Processing
services,rekognition,com.amazonaws.services.rekognition.model.DeleteCollectionRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.DeleteCollectionResult,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.DescribeCollectionRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.DescribeCollectionResult,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.ListCollectionsRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.ListCollectionsResult,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.Face,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.ListFacesRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.ListFacesResult,Machine Learning,Prediction
software,amazon,software.amazon.awssdk.core.exception.SdkServiceException,Error Handling,Exception Handling
fasterxml,jackson,com.fasterxml.jackson.databind.ObjectMapper,Utility,Data Conversion
software,amazon,software.amazon.awssdk.core.metrics.CoreMetric,Cloud,Resource Management
services,rekognition,com.amazonaws.services.rekognition.model.FaceMatch,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.SearchFacesRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.SearchFacesResult,Machine Learning,Prediction
software,amazon,software.amazon.awssdk.services.sqs.model.PurgeQueueRequest,Cloud,Resource Management
software,amazon,software.amazon.awssdk.metrics.MetricPublisher,Cloud,Resource Management
software,amazon,software.amazon.awssdk.metrics.publishers.cloudwatch.CloudWatchMetricPublisher,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.emr.model.InstanceTypeConfig,Big Data,Data Processing
software,amazon,software.amazon.awssdk.services.cloudwatch.CloudWatchAsyncClient,Cloud,Resource Management
software,amazon,software.amazon.awssdk.services.emr.model.InstanceFleetConfig,Big Data,Data Processing
services,rekognition,com.amazonaws.services.rekognition.model.SearchFacesByImageRequest,Machine Learning,Prediction
services,rekognition,com.amazonaws.services.rekognition.model.SearchFacesByImageResult,Machine Learning,Prediction
software,amazon,software.amazon.awssdk.services.dynamodb.waiters.DynamoDbWaiter,Databases,Query Execution
software,amazon,software.amazon.awssdk.services.emr.model.InstanceFleetType,Big Data,Data Processing
util,util,java.util.Objects,Utility,System Tools
util,util,java.util.Optional,Utility,Data Conversion
services,rekognition,com.amazonaws.services.rekognition.model.GetCelebrityInfoRequest,Machine Learning,Prediction
